organization,department,year,amount
eastern pain association,ird admin,2004,75
eastern pain association,ird admin,2005,0
eastern pain association,ird admin,2006,0
eastern pain association,ird admin,2007,0
eastern pain association,ird admin,2008,0
eastern pain association,ird admin,2009,0
eastern pain association,ird admin,2010,0
eastern pain association,ird admin,2011,0
eastern pain association,ird admin,2012,0
eastern pain association,ird admin,2013,0
eastern pain association,ird admin,2014,0
eastern pain association,ird admin,2015,0
eastern pain association,medical ed,2002,10000
eastern pain association,medical ed,2003,2500
eastern pain association,medical ed,2004,2500
eastern pain association,medical ed,2005,5000
eastern pain association,medical ed,2006,2500
eastern pain association,medical ed,2007,5000
eastern pain association,medical ed,2008,5000
eastern pain association,medical ed,2009,0
eastern pain association,medical ed,2010,0
eastern pain association,medical ed,2011,0
eastern pain association,medical ed,2012,0
eastern pain association,medical ed,2013,0
eastern pain association,medical ed,2014,0
eastern pain association,medical ed,2015,0
eastern pain association,prof relations,2002,45
eastern pain association,prof relations,2003,0
eastern pain association,prof relations,2004,0
eastern pain association,prof relations,2005,0
eastern pain association,prof relations,2006,0
eastern pain association,prof relations,2007,0
eastern pain association,prof relations,2008,0
eastern pain association,prof relations,2009,0
eastern pain association,prof relations,2010,0
eastern pain association,prof relations,2011,0
eastern pain association,prof relations,2012,0
eastern pain association,prof relations,2013,0
eastern pain association,prof relations,2014,0
eastern pain association,prof relations,2015,0
ehlers danlos national foundation,st. gov leg  aff,2002,0
ehlers danlos national foundation,st. gov leg  aff,2003,0
ehlers danlos national foundation,st. gov leg  aff,2004,0
ehlers danlos national foundation,st. gov leg  aff,2005,0
ehlers danlos national foundation,st. gov leg  aff,2006,0
ehlers danlos national foundation,st. gov leg  aff,2007,5250
ehlers danlos national foundation,st. gov leg  aff,2008,0
ehlers danlos national foundation,st. gov leg  aff,2009,0
ehlers danlos national foundation,st. gov leg  aff,2010,0
ehlers danlos national foundation,st. gov leg  aff,2011,2000
ehlers danlos national foundation,st. gov leg  aff,2012,0
ehlers danlos national foundation,st. gov leg  aff,2013,0
ehlers danlos national foundation,st. gov leg  aff,2014,0
ehlers danlos national foundation,st. gov leg  aff,2015,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2002,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2003,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2004,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2005,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2006,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2007,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2008,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2009,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2010,10000
ehlers danlos syndrome network cares inc,st. gov leg  aff,2011,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2012,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2013,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2014,0
ehlers danlos syndrome network cares inc,st. gov leg  aff,2015,0
fbi national academy associates,analgesic,2002,30
fbi national academy associates,analgesic,2003,1330
fbi national academy associates,analgesic,2004,0
fbi national academy associates,analgesic,2005,0
fbi national academy associates,analgesic,2006,0
fbi national academy associates,analgesic,2007,0
fbi national academy associates,analgesic,2008,0
fbi national academy associates,analgesic,2009,0
fbi national academy associates,analgesic,2010,0
fbi national academy associates,analgesic,2011,0
fbi national academy associates,analgesic,2012,0
fbi national academy associates,analgesic,2013,0
fbi national academy associates,analgesic,2014,0
fbi national academy associates,analgesic,2015,0
fbi national academy associates,lele,2002,0
fbi national academy associates,lele,2003,20000
fbi national academy associates,lele,2004,2229
fbi national academy associates,lele,2005,3430
fbi national academy associates,lele,2006,10646
fbi national academy associates,lele,2007,0
fbi national academy associates,lele,2008,9402
fbi national academy associates,lele,2009,19608
fbi national academy associates,lele,2010,10000
fbi national academy associates,lele,2011,6934
fbi national academy associates,lele,2012,0
fbi national academy associates,lele,2013,2186
fbi national academy associates,lele,2014,0
fbi national academy associates,lele,2015,0
fbi national academy associates new jersey chapter,lele,2002,0
fbi national academy associates new jersey chapter,lele,2003,0
fbi national academy associates new jersey chapter,lele,2004,0
fbi national academy associates new jersey chapter,lele,2005,0
fbi national academy associates new jersey chapter,lele,2006,0
fbi national academy associates new jersey chapter,lele,2007,0
fbi national academy associates new jersey chapter,lele,2008,0
fbi national academy associates new jersey chapter,lele,2009,0
fbi national academy associates new jersey chapter,lele,2010,0
fbi national academy associates new jersey chapter,lele,2011,0
fbi national academy associates new jersey chapter,lele,2012,500
fbi national academy associates new jersey chapter,lele,2013,0
fbi national academy associates new jersey chapter,lele,2014,0
fbi national academy associates new jersey chapter,lele,2015,0
fbi national academy associates western pennsylvania,lele,2002,0
fbi national academy associates western pennsylvania,lele,2003,0
fbi national academy associates western pennsylvania,lele,2004,0
fbi national academy associates western pennsylvania,lele,2005,0
fbi national academy associates western pennsylvania,lele,2006,0
fbi national academy associates western pennsylvania,lele,2007,0
fbi national academy associates western pennsylvania,lele,2008,0
fbi national academy associates western pennsylvania,lele,2009,0
fbi national academy associates western pennsylvania,lele,2010,0
fbi national academy associates western pennsylvania,lele,2011,0
fbi national academy associates western pennsylvania,lele,2012,300
fbi national academy associates western pennsylvania,lele,2013,300
fbi national academy associates western pennsylvania,lele,2014,0
fbi national academy associates western pennsylvania,lele,2015,0
fbi-law enforcement executive development association,analgesic,2002,3700
fbi-law enforcement executive development association,analgesic,2003,600
fbi-law enforcement executive development association,analgesic,2004,0
fbi-law enforcement executive development association,analgesic,2005,0
fbi-law enforcement executive development association,analgesic,2006,0
fbi-law enforcement executive development association,analgesic,2007,0
fbi-law enforcement executive development association,analgesic,2008,0
fbi-law enforcement executive development association,analgesic,2009,0
fbi-law enforcement executive development association,analgesic,2010,0
fbi-law enforcement executive development association,analgesic,2011,0
fbi-law enforcement executive development association,analgesic,2012,0
fbi-law enforcement executive development association,analgesic,2013,0
fbi-law enforcement executive development association,analgesic,2014,0
fbi-law enforcement executive development association,analgesic,2015,0
fbi-law enforcement executive development association,corp.security,2002,0
fbi-law enforcement executive development association,corp.security,2003,25000
fbi-law enforcement executive development association,corp.security,2004,0
fbi-law enforcement executive development association,corp.security,2005,25000
fbi-law enforcement executive development association,corp.security,2006,25000
fbi-law enforcement executive development association,corp.security,2007,25000
fbi-law enforcement executive development association,corp.security,2008,25000
fbi-law enforcement executive development association,corp.security,2009,25000
fbi-law enforcement executive development association,corp.security,2010,25000
fbi-law enforcement executive development association,corp.security,2011,29931.9
fbi-law enforcement executive development association,corp.security,2012,31500.69
fbi-law enforcement executive development association,corp.security,2013,61029.67
fbi-law enforcement executive development association,corp.security,2014,7574.3
fbi-law enforcement executive development association,corp.security,2015,25000
fbi-law enforcement executive development association,lele,2002,0
fbi-law enforcement executive development association,lele,2003,0
fbi-law enforcement executive development association,lele,2004,0
fbi-law enforcement executive development association,lele,2005,766.33
fbi-law enforcement executive development association,lele,2006,647.7
fbi-law enforcement executive development association,lele,2007,1750
fbi-law enforcement executive development association,lele,2008,0
fbi-law enforcement executive development association,lele,2009,0
fbi-law enforcement executive development association,lele,2010,2633.29
fbi-law enforcement executive development association,lele,2011,7145.68
fbi-law enforcement executive development association,lele,2012,0
fbi-law enforcement executive development association,lele,2013,6000
fbi-law enforcement executive development association,lele,2014,0
fbi-law enforcement executive development association,lele,2015,0
